age,job,marital,education,balance,housing,loan,day,month,campaign,pdays,previous,poutcome,result
26,admini_management,single,tertiary,3944,yes,no,14,5,2,-1,0,unknown,yes
32,admini_management,single,tertiary,469,yes,no,14,5,1,-1,0,unknown,no
43,admini_management,married,tertiary,1712,yes,no,14,5,11,-1,0,unknown,no
35,blue-collar,married,tertiary,-269,yes,yes,14,5,4,-1,0,unknown,no
58,services,married,primary,2946,yes,no,14,5,1,-1,0,unknown,yes
55,self-employed,married,secondary,203,yes,no,14,5,5,174,12,other,no
33,admini_management,single,secondary,223,yes,yes,14,5,11,352,4,failure,no
54,admini_management,single,secondary,3344,yes,no,14,5,8,-1,0,unknown,no
27,blue-collar,married,secondary,1028,yes,yes,14,5,1,329,1,failure,no
35,blue-collar,married,secondary,257,yes,no,14,5,1,-1,0,unknown,no
33,admini_management,single,tertiary,283,yes,no,14,5,1,-1,0,unknown,no
26,blue-collar,single,primary,619,yes,yes,14,5,1,352,1,failure,no
36,services,married,secondary,3988,yes,yes,14,5,1,-1,0,unknown,no
33,services,single,secondary,100,yes,no,14,5,8,297,7,other,no
44,blue-collar,married,secondary,-182,yes,yes,14,5,10,-1,0,unknown,no
28,blue-collar,single,primary,54,yes,no,14,5,1,371,1,other,yes
37,services,single,secondary,241,yes,no,14,5,1,371,1,failure,no
37,blue-collar,single,secondary,2139,yes,no,14,5,3,-1,0,unknown,no
33,blue-collar,married,primary,149,yes,no,14,5,2,-1,0,unknown,no
31,services,married,secondary,179,yes,no,14,5,1,351,1,failure,no
33,blue-collar,single,secondary,1733,yes,no,14,5,3,-1,0,unknown,no
39,blue-collar,married,secondary,133,yes,no,14,5,4,352,4,other,no
32,admini_management,married,tertiary,62,yes,no,14,5,1,-1,0,unknown,no
31,blue-collar,single,secondary,982,yes,no,14,5,1,-1,0,unknown,no
32,services,single,secondary,159,yes,yes,14,5,1,-1,0,unknown,no
48,blue-collar,single,secondary,2071,no,no,14,5,1,-1,0,unknown,no
39,blue-collar,single,secondary,523,yes,no,14,5,1,-1,0,unknown,no
52,admini_management,married,secondary,2216,yes,yes,14,5,1,332,8,failure,no
49,blue-collar,married,secondary,-454,yes,no,14,5,1,-1,0,unknown,yes
32,admini_management,single,secondary,-133,yes,no,14,5,1,352,2,failure,no
34,blue-collar,married,primary,-204,yes,no,14,5,6,-1,0,unknown,no
33,admini_management,married,tertiary,0,yes,yes,14,5,2,-1,0,unknown,no
35,blue-collar,single,secondary,-566,yes,no,14,5,2,353,2,failure,no
39,blue-collar,married,secondary,49,yes,no,14,5,1,370,2,failure,no
33,blue-collar,married,secondary,1233,yes,no,14,5,1,-1,0,unknown,no
31,admini_management,single,secondary,1270,yes,no,14,5,1,364,1,other,no
28,admini_management,married,secondary,84,yes,yes,14,5,1,-1,0,unknown,no
29,admini_management,single,secondary,25,yes,no,14,5,1,343,2,failure,no
26,blue-collar,single,secondary,1006,yes,no,14,5,1,-1,0,unknown,yes
38,services,married,secondary,934,yes,no,14,5,1,-1,0,unknown,yes
38,blue-collar,single,secondary,2048,no,yes,14,5,1,-1,0,unknown,no
31,blue-collar,married,secondary,125,yes,no,14,5,1,350,2,failure,no
31,blue-collar,single,tertiary,328,yes,no,14,5,1,175,1,failure,no
28,student,single,tertiary,170,no,no,14,5,5,-1,0,unknown,no
37,admini_management,single,tertiary,833,yes,no,14,5,1,-1,0,unknown,no
31,blue-collar,married,primary,554,yes,no,14,5,1,352,5,failure,no
44,blue-collar,married,secondary,500,yes,no,14,5,2,304,2,failure,no
32,blue-collar,married,secondary,22,yes,no,14,5,1,-1,0,unknown,no
32,blue-collar,married,secondary,1914,yes,no,14,5,1,358,1,failure,no
52,admini_management,single,secondary,1135,yes,no,14,5,1,-1,0,unknown,no
47,admini_management,single,secondary,980,yes,no,14,5,1,-1,0,unknown,no
46,blue-collar,married,tertiary,217,yes,no,14,5,1,346,2,other,no
41,blue-collar,married,secondary,14,yes,no,14,5,3,-1,0,unknown,no
30,student,single,tertiary,31,yes,no,14,5,1,-1,0,unknown,no
40,services,married,secondary,438,yes,no,14,5,1,-1,0,unknown,no
46,admini_management,single,tertiary,225,yes,no,14,5,1,345,1,other,no
36,admini_management,married,tertiary,242,yes,no,14,5,1,-1,0,unknown,no
38,admini_management,married,secondary,66,yes,no,14,5,1,365,7,failure,no
35,blue-collar,married,primary,602,yes,no,14,5,6,-1,0,unknown,no
36,admini_management,married,tertiary,532,yes,no,14,5,1,-1,0,unknown,no
28,services,married,primary,3,yes,no,14,5,1,-1,0,unknown,no
38,blue-collar,single,tertiary,744,yes,no,14,5,1,288,12,other,no
36,self-employed,married,tertiary,307,yes,no,14,5,1,330,2,other,no
36,admini_management,single,secondary,869,yes,no,14,5,1,350,1,failure,no
49,blue-collar,married,tertiary,1769,yes,no,14,5,2,-1,0,unknown,no
54,services,married,primary,8,yes,no,14,5,1,-1,0,unknown,no
44,admini_management,single,secondary,2999,yes,no,14,5,1,-1,0,unknown,yes
28,blue-collar,single,secondary,61,yes,no,14,5,3,-1,0,unknown,no
38,services,single,secondary,6182,yes,no,14,5,3,177,1,other,no
33,admini_management,single,tertiary,5145,yes,no,14,5,1,175,2,other,no
43,blue-collar,single,secondary,688,yes,no,14,5,3,-1,0,unknown,no
43,blue-collar,married,secondary,117,yes,no,14,5,1,370,1,failure,no
47,blue-collar,married,secondary,417,yes,no,14,5,1,-1,0,unknown,no
43,blue-collar,single,secondary,592,yes,no,14,5,1,-1,0,unknown,no
38,admini_management,single,tertiary,-119,yes,no,14,5,1,-1,0,unknown,no
23,blue-collar,married,secondary,0,yes,no,14,5,1,-1,0,unknown,no
36,admini_management,single,tertiary,85,no,no,14,5,1,-1,0,unknown,no
56,blue-collar,married,primary,828,yes,no,14,5,1,349,1,failure,no
49,admini_management,married,tertiary,85,yes,no,14,5,5,359,1,other,yes
40,no_active_income,single,primary,919,yes,no,14,5,2,-1,0,unknown,no
26,admini_management,single,secondary,66,yes,no,14,5,1,339,3,failure,no
29,blue-collar,single,secondary,500,yes,no,14,5,3,-1,0,unknown,no
55,blue-collar,single,primary,8180,no,no,14,5,2,360,1,failure,yes
48,blue-collar,married,secondary,503,yes,no,14,5,1,-1,0,unknown,no
34,blue-collar,married,secondary,2436,yes,no,14,5,7,-1,0,unknown,no
44,admini_management,single,secondary,275,yes,no,14,5,5,367,4,failure,no
32,admini_management,married,tertiary,2431,yes,no,14,5,5,-1,0,unknown,yes
49,blue-collar,single,primary,87,yes,no,14,5,2,-1,0,unknown,no
37,blue-collar,married,secondary,720,yes,no,14,5,6,36,3,failure,no
37,admini_management,single,secondary,0,yes,yes,14,5,7,-1,0,unknown,no
40,no_active_income,married,secondary,270,yes,no,14,5,2,345,1,failure,no
40,blue-collar,married,tertiary,253,yes,no,14,5,4,280,2,other,no
43,admini_management,married,primary,62,yes,no,14,5,1,300,3,failure,no
37,admini_management,single,secondary,9,yes,no,14,5,1,-1,0,unknown,no
35,services,married,secondary,341,yes,no,14,5,1,-1,0,unknown,yes
48,blue-collar,single,primary,194,yes,no,14,5,1,-1,0,unknown,no
35,admini_management,married,secondary,3863,yes,no,14,5,1,175,1,failure,no
50,blue-collar,single,primary,1629,yes,no,14,5,1,-1,0,unknown,no
31,services,married,secondary,640,yes,no,14,5,2,-1,0,unknown,no
35,admini_management,single,tertiary,-146,yes,no,14,5,1,266,1,failure,no
35,blue-collar,single,secondary,4963,yes,no,14,5,1,300,1,failure,yes
33,blue-collar,married,secondary,705,yes,no,14,5,2,-1,0,unknown,no
35,services,single,secondary,35,yes,no,14,5,1,-1,0,unknown,no
31,admini_management,married,secondary,8781,yes,no,14,5,1,177,1,success,yes
28,blue-collar,married,secondary,373,yes,no,14,5,9,344,1,failure,no
39,blue-collar,single,secondary,1355,yes,no,14,5,1,-1,0,unknown,yes
39,admini_management,single,tertiary,3202,yes,no,14,5,8,-1,0,unknown,no
29,admini_management,married,secondary,6429,yes,yes,14,5,1,352,2,failure,no
49,self-employed,single,secondary,816,yes,no,14,5,7,-1,0,unknown,no
38,blue-collar,single,secondary,1211,yes,no,14,5,1,358,1,success,no
53,services,single,primary,146,yes,no,14,5,1,370,1,failure,no
28,services,married,secondary,0,yes,no,14,5,7,-1,0,unknown,no
50,blue-collar,married,secondary,-581,yes,no,14,5,2,345,5,failure,no
40,admini_management,single,primary,846,yes,no,14,5,1,-1,0,unknown,no
48,admini_management,single,secondary,-407,yes,no,14,5,2,352,1,failure,no
54,no_active_income,married,secondary,1139,yes,no,14,5,1,177,7,failure,no
34,admini_management,married,tertiary,902,yes,no,14,5,1,367,2,other,no
28,admini_management,single,secondary,-504,yes,yes,14,5,1,-1,0,unknown,yes
59,admini_management,married,tertiary,2260,yes,no,14,5,1,-1,0,unknown,no
31,blue-collar,single,secondary,183,yes,no,14,5,1,300,1,success,no
55,admini_management,married,primary,366,yes,no,14,5,1,364,1,failure,no
26,admini_management,single,secondary,-930,yes,no,14,5,1,-1,0,unknown,yes
39,admini_management,married,tertiary,1738,yes,no,14,5,1,358,1,other,yes
29,admini_management,single,tertiary,21,yes,no,14,5,4,371,3,failure,no
46,admini_management,single,tertiary,233,yes,yes,14,5,4,-1,0,unknown,no
48,blue-collar,married,primary,214,yes,yes,14,5,1,177,2,failure,yes
39,blue-collar,single,secondary,-237,yes,no,14,5,2,-1,0,unknown,no
42,blue-collar,single,primary,22,yes,no,14,5,4,365,1,failure,no
35,blue-collar,married,primary,113,yes,no,14,5,3,-1,0,unknown,no
30,blue-collar,married,secondary,0,yes,no,14,5,3,-1,0,unknown,no
23,admini_management,single,secondary,21,yes,yes,14,5,3,-1,0,unknown,no
25,student,single,secondary,963,yes,no,14,5,4,301,1,failure,no
28,admini_management,single,secondary,3,no,no,14,5,2,-1,0,unknown,no
42,blue-collar,married,primary,142,yes,no,14,5,5,-1,0,unknown,no
28,blue-collar,married,primary,206,yes,no,14,5,2,-1,0,unknown,no
55,no_active_income,married,secondary,785,yes,no,14,5,1,370,2,failure,no
42,self-employed,married,secondary,718,yes,no,14,5,2,365,2,failure,no
33,blue-collar,married,secondary,687,yes,no,14,5,2,370,1,failure,no
39,admini_management,married,tertiary,1090,yes,no,14,5,5,-1,0,unknown,no
45,blue-collar,married,primary,345,yes,no,14,5,3,-1,0,unknown,no
43,blue-collar,married,secondary,38,yes,no,14,5,1,-1,0,unknown,no
30,admini_management,single,secondary,43,yes,no,14,5,1,370,2,failure,no
40,blue-collar,married,primary,3705,yes,no,14,5,1,332,1,failure,no
28,blue-collar,single,tertiary,375,yes,no,14,5,1,350,1,other,no
43,admini_management,married,tertiary,-271,yes,yes,14,5,1,-1,0,unknown,no
40,blue-collar,single,secondary,973,no,no,14,5,1,-1,0,unknown,yes
50,admini_management,married,secondary,125,yes,yes,14,5,5,-1,0,unknown,no
30,blue-collar,married,secondary,15,yes,yes,14,5,1,370,2,failure,no
37,blue-collar,married,primary,397,yes,no,14,5,5,-1,0,unknown,no
48,admini_management,single,tertiary,541,yes,no,14,5,1,363,2,other,no
46,blue-collar,married,secondary,431,yes,no,14,5,4,367,1,failure,no
60,blue-collar,married,secondary,1407,yes,no,14,5,1,370,1,failure,no
34,blue-collar,married,secondary,175,yes,no,14,5,2,364,2,failure,no
43,self-employed,married,primary,2315,yes,yes,14,5,1,-1,0,unknown,no
41,blue-collar,single,secondary,1880,no,yes,14,5,1,356,10,other,no
33,blue-collar,single,secondary,142,yes,no,14,5,1,360,3,other,no
43,blue-collar,single,secondary,214,yes,no,14,5,1,-1,0,unknown,no
32,admini_management,married,secondary,684,yes,no,14,5,3,-1,0,unknown,yes
30,blue-collar,married,secondary,-97,yes,yes,14,5,1,356,1,other,no
34,blue-collar,single,secondary,1351,yes,no,14,5,2,-1,0,unknown,no
55,no_active_income,married,primary,-966,no,yes,14,5,1,-1,0,unknown,no
29,admini_management,married,secondary,231,no,no,14,5,1,14,1,failure,yes
35,admini_management,married,tertiary,1212,yes,no,14,5,1,352,1,other,no
40,blue-collar,married,primary,637,yes,no,14,5,1,-1,0,unknown,no
31,blue-collar,married,secondary,625,yes,no,14,5,3,-1,0,unknown,no
37,blue-collar,single,secondary,5957,yes,no,14,5,3,177,2,failure,no
41,blue-collar,married,secondary,580,yes,no,14,5,1,363,1,failure,yes
28,admini_management,single,tertiary,1027,yes,no,14,5,1,-1,0,unknown,no
31,admini_management,married,tertiary,0,yes,no,14,5,1,-1,0,unknown,no
31,blue-collar,single,secondary,7567,no,no,14,5,1,276,2,failure,no
51,blue-collar,single,secondary,708,yes,no,14,5,1,364,1,failure,no
46,housemaid,single,secondary,198,yes,no,14,5,1,350,1,other,no
57,services,married,secondary,0,yes,no,14,5,9,282,3,other,no
28,student,married,secondary,704,yes,yes,14,5,3,-1,0,unknown,no
26,blue-collar,single,tertiary,468,yes,no,14,5,2,364,1,failure,no
47,admini_management,married,secondary,1934,no,yes,14,5,1,364,1,failure,no
36,admini_management,married,secondary,1825,yes,no,14,5,1,346,1,failure,no
28,admini_management,married,secondary,22,yes,yes,14,5,2,-1,0,unknown,no
32,blue-collar,married,secondary,-103,yes,no,14,5,1,-1,0,unknown,no
38,services,single,primary,393,yes,no,14,5,1,-1,0,unknown,no
30,blue-collar,married,primary,99,yes,no,14,5,1,-1,0,unknown,no
33,blue-collar,single,secondary,716,yes,no,14,5,2,-1,0,unknown,no
38,blue-collar,married,primary,132,yes,no,14,5,2,-1,0,unknown,no
36,blue-collar,single,secondary,-206,yes,no,14,5,1,360,4,failure,no
30,blue-collar,single,secondary,-177,yes,no,14,5,1,345,2,other,no
53,services,single,secondary,4778,yes,no,14,5,1,-1,0,unknown,no
42,self-employed,married,tertiary,171,yes,no,14,5,1,176,5,failure,no
51,admini_management,single,tertiary,-256,yes,yes,14,5,1,-1,0,unknown,no
39,admini_management,single,secondary,1089,yes,no,14,5,1,-1,0,unknown,no
45,self-employed,married,primary,276,yes,yes,14,5,1,364,1,failure,no
34,admini_management,married,tertiary,273,yes,no,14,5,1,175,2,failure,yes
29,admini_management,married,tertiary,111,no,no,14,5,1,-1,0,unknown,no
54,blue-collar,married,primary,316,yes,no,14,5,1,-1,0,unknown,no
27,blue-collar,married,secondary,1295,yes,no,14,5,1,-1,0,unknown,no
31,blue-collar,single,primary,538,yes,no,14,5,4,-1,0,unknown,no
43,blue-collar,single,tertiary,275,yes,no,14,5,2,360,1,other,no
39,blue-collar,married,secondary,300,yes,no,14,5,1,-1,0,unknown,no
39,blue-collar,married,secondary,-220,yes,no,14,5,1,352,2,failure,no
32,blue-collar,single,secondary,811,yes,no,14,5,1,-1,0,unknown,yes
23,blue-collar,single,secondary,1105,yes,no,14,5,1,-1,0,unknown,no
42,blue-collar,single,primary,177,yes,no,14,5,2,-1,0,unknown,no
33,blue-collar,married,secondary,245,yes,no,14,5,2,370,8,other,no
47,self-employed,married,tertiary,3,yes,no,14,5,15,-1,0,unknown,no
29,admini_management,married,secondary,1761,yes,yes,14,5,1,-1,0,unknown,no
33,admini_management,married,primary,262,yes,no,14,5,3,-1,0,unknown,no
42,self-employed,married,secondary,2,yes,no,14,5,5,-1,0,unknown,no
37,admini_management,single,secondary,141,yes,no,14,5,1,-1,0,unknown,no
33,blue-collar,single,primary,60,yes,no,14,5,1,290,2,failure,no
33,admini_management,single,tertiary,-149,yes,no,14,5,1,296,3,failure,no
25,services,single,secondary,-107,yes,no,14,5,1,-1,0,unknown,no
33,blue-collar,single,secondary,287,yes,no,14,5,1,358,8,failure,no
31,blue-collar,single,secondary,23,yes,no,14,5,1,370,1,failure,no
37,services,single,secondary,75,yes,no,14,5,1,-1,0,unknown,no
39,services,single,secondary,1048,yes,no,14,5,1,-1,0,unknown,no
34,admini_management,married,primary,0,yes,yes,14,5,1,-1,0,unknown,yes
34,self-employed,single,tertiary,1272,yes,no,14,5,1,-1,0,unknown,no
44,housemaid,married,primary,1342,yes,yes,14,5,2,370,2,failure,no
53,admini_management,married,tertiary,261,yes,no,14,5,2,336,2,failure,no
24,blue-collar,married,primary,456,no,no,14,5,2,-1,0,unknown,no
36,self-employed,single,tertiary,1354,yes,no,14,5,1,356,2,success,yes
35,student,single,primary,2755,yes,no,14,5,2,345,3,other,no
33,services,single,secondary,-448,yes,no,14,5,2,-1,0,unknown,no
43,blue-collar,married,primary,533,yes,no,14,5,2,370,1,other,no
58,blue-collar,single,primary,2246,yes,no,14,5,2,-1,0,unknown,no
52,admini_management,single,tertiary,482,yes,no,14,5,4,365,1,failure,no
29,admini_management,single,secondary,-254,yes,no,14,5,2,-1,0,unknown,yes
46,blue-collar,married,secondary,312,yes,no,14,5,2,-1,0,unknown,no
34,blue-collar,married,secondary,237,yes,no,14,5,3,-1,0,unknown,no
36,blue-collar,single,primary,0,no,no,14,5,2,-1,0,unknown,no
35,blue-collar,married,primary,422,yes,no,14,5,1,-1,0,unknown,no
42,housemaid,single,primary,1179,yes,no,14,5,1,337,4,failure,no
39,blue-collar,single,secondary,0,yes,no,14,5,10,330,10,other,no
37,blue-collar,married,secondary,700,yes,no,14,5,1,-1,0,unknown,no
33,housemaid,single,secondary,96,yes,no,14,5,6,-1,0,unknown,no
45,blue-collar,married,secondary,1003,yes,no,14,5,1,-1,0,unknown,no
26,services,married,secondary,864,yes,yes,14,5,1,-1,0,unknown,no
48,blue-collar,single,secondary,65,yes,no,14,5,1,370,1,failure,no
33,blue-collar,married,secondary,249,yes,no,14,5,7,287,4,failure,no
36,blue-collar,married,secondary,779,yes,no,14,5,1,-1,0,unknown,no
28,blue-collar,married,secondary,58,yes,no,14,5,6,351,1,failure,no
35,services,single,secondary,221,yes,no,14,5,1,360,1,failure,no
27,blue-collar,married,secondary,-330,yes,yes,14,5,1,353,2,failure,no
34,admini_management,married,secondary,774,yes,yes,14,5,1,175,6,other,no
45,blue-collar,married,secondary,87,yes,no,14,5,1,360,3,failure,no
46,blue-collar,single,secondary,1074,yes,no,14,5,2,-1,0,unknown,no
34,admini_management,single,tertiary,28,yes,no,14,5,1,358,2,failure,no
31,blue-collar,married,secondary,536,yes,no,14,5,6,-1,0,unknown,no
29,blue-collar,married,tertiary,604,yes,no,14,5,4,-1,0,unknown,no
50,blue-collar,married,secondary,2719,yes,no,14,5,2,-1,0,unknown,no
52,self-employed,married,secondary,213,yes,no,14,5,2,-1,0,unknown,no
35,blue-collar,married,tertiary,4,yes,no,14,5,1,-1,0,unknown,no
38,admini_management,married,tertiary,89,yes,no,14,5,1,360,10,failure,no
23,housemaid,single,secondary,650,yes,no,14,5,1,367,4,failure,no
56,blue-collar,married,secondary,-256,yes,yes,14,5,1,370,2,failure,no
37,blue-collar,married,primary,190,yes,no,14,5,6,-1,0,unknown,no
36,blue-collar,single,tertiary,0,yes,no,14,5,2,303,3,other,no
39,blue-collar,single,primary,-100,yes,no,14,5,1,358,2,failure,no
25,student,single,tertiary,938,yes,no,14,5,1,352,1,other,no
54,no_active_income,single,tertiary,2682,yes,no,14,5,1,-1,0,unknown,no
35,admini_management,single,tertiary,478,yes,no,14,5,1,265,2,failure,no
36,self-employed,single,secondary,2996,yes,no,14,5,1,-1,0,unknown,no
47,blue-collar,married,primary,881,yes,no,14,5,1,370,2,failure,no
46,blue-collar,married,secondary,130,yes,no,14,5,1,349,1,failure,no
46,admini_management,married,secondary,-236,yes,no,14,5,2,-1,0,unknown,no
29,no_active_income,married,tertiary,111,yes,no,14,5,1,-1,0,unknown,no
32,blue-collar,married,tertiary,15,no,no,14,5,1,346,1,failure,no
55,services,single,secondary,1126,yes,no,14,5,1,-1,0,unknown,no
38,blue-collar,married,primary,-42,yes,no,14,5,1,-1,0,unknown,no
25,admini_management,single,secondary,1235,yes,yes,14,5,1,349,3,failure,no
34,blue-collar,single,secondary,62,yes,no,14,5,1,-1,0,unknown,no
29,blue-collar,married,secondary,-312,yes,yes,14,5,2,-1,0,unknown,no
28,blue-collar,married,tertiary,335,yes,no,14,5,1,322,3,success,no
25,admini_management,single,secondary,248,yes,no,14,5,1,-1,0,unknown,no
47,blue-collar,single,primary,133,yes,no,14,5,1,330,3,other,no
50,admini_management,single,secondary,4527,yes,no,14,5,1,-1,0,unknown,no
37,admini_management,married,tertiary,8821,yes,no,14,5,1,-1,0,unknown,no
28,blue-collar,married,secondary,519,yes,yes,14,5,1,-1,0,unknown,no
54,admini_management,single,tertiary,-449,yes,no,14,5,1,-1,0,unknown,yes
42,blue-collar,single,primary,1563,yes,no,14,5,2,364,1,failure,no
43,services,married,primary,2567,yes,no,14,5,1,360,2,failure,no
29,blue-collar,married,secondary,7863,yes,no,14,5,1,-1,0,unknown,yes
30,services,married,secondary,1222,yes,no,14,5,1,-1,0,unknown,no
25,services,single,secondary,216,yes,no,14,5,3,-1,0,unknown,no
35,blue-collar,single,secondary,336,yes,no,14,5,1,346,2,failure,yes
52,blue-collar,married,secondary,633,yes,no,14,5,1,-1,0,unknown,no
51,blue-collar,married,secondary,500,no,no,14,5,1,-1,0,unknown,no
32,admini_management,single,tertiary,499,yes,no,14,5,1,339,2,failure,no
33,self-employed,married,tertiary,1145,yes,no,14,5,3,-1,0,unknown,no
40,no_active_income,single,primary,-79,no,no,14,5,1,370,1,failure,no
56,no_active_income,single,primary,48,yes,no,14,5,2,-1,0,unknown,no
37,admini_management,single,secondary,1287,yes,no,14,5,1,-1,0,unknown,no
36,blue-collar,married,secondary,1049,yes,no,14,5,4,-1,0,unknown,yes
37,services,married,secondary,6089,yes,no,14,5,2,-1,0,unknown,yes
29,services,married,secondary,1002,yes,no,14,5,2,-1,0,unknown,no
46,admini_management,single,secondary,-976,yes,yes,14,5,1,-1,0,unknown,no
34,blue-collar,married,primary,109,yes,no,14,5,2,-1,0,unknown,no
44,self-employed,single,secondary,583,yes,no,14,5,3,-1,0,unknown,no
34,blue-collar,married,secondary,332,no,no,14,5,2,-1,0,unknown,no
56,admini_management,single,secondary,3309,yes,no,14,5,1,-1,0,unknown,no
34,admini_management,married,secondary,384,yes,no,14,5,2,-1,0,unknown,no
35,blue-collar,married,secondary,222,yes,no,14,5,5,177,7,failure,no
37,admini_management,single,tertiary,-42,yes,no,14,5,2,-1,0,unknown,yes
41,blue-collar,married,secondary,427,yes,yes,14,5,2,-1,0,unknown,no
36,services,single,secondary,-267,yes,no,14,5,7,352,1,failure,no
33,blue-collar,married,secondary,318,yes,no,14,5,4,342,14,other,no
32,blue-collar,married,secondary,169,yes,no,14,5,2,-1,0,unknown,no
39,admini_management,single,tertiary,126,no,no,14,5,1,-1,0,unknown,no
31,admini_management,single,tertiary,0,yes,yes,14,5,3,352,3,failure,no
34,blue-collar,married,secondary,2447,yes,no,14,5,2,-1,0,unknown,no
42,services,married,primary,248,yes,no,14,5,2,-1,0,unknown,no
29,admini_management,single,secondary,891,yes,no,14,5,2,352,1,failure,no
48,blue-collar,married,secondary,333,yes,no,14,5,6,-1,0,unknown,no
40,blue-collar,married,primary,105,yes,no,14,5,2,370,2,failure,no
35,blue-collar,single,primary,246,no,no,14,5,2,345,5,failure,no
49,admini_management,single,tertiary,1253,yes,no,14,5,2,-1,0,unknown,no
53,admini_management,married,tertiary,-388,yes,no,14,5,3,356,1,other,no
37,services,single,secondary,887,no,no,14,5,2,-1,0,unknown,no
37,blue-collar,married,secondary,561,yes,no,14,5,1,339,2,failure,no
40,admini_management,single,tertiary,2258,yes,no,14,5,3,287,2,failure,no
45,admini_management,single,tertiary,569,yes,no,14,5,1,-1,0,unknown,no
34,admini_management,married,secondary,626,yes,no,14,5,2,-1,0,unknown,no
57,blue-collar,single,primary,739,yes,no,14,5,2,364,1,failure,no
29,blue-collar,single,secondary,1331,yes,yes,14,5,1,-1,0,unknown,no
40,services,single,secondary,573,yes,no,14,5,1,-1,0,unknown,no
31,blue-collar,single,secondary,953,yes,no,14,5,1,346,2,success,yes
31,admini_management,married,tertiary,183,yes,yes,14,5,3,-1,0,unknown,no
42,services,single,secondary,0,yes,no,14,5,7,177,1,other,no
47,admini_management,married,secondary,177,yes,no,14,5,3,-1,0,unknown,no
32,blue-collar,single,primary,398,yes,no,14,5,2,-1,0,unknown,no
33,admini_management,single,secondary,315,yes,yes,14,5,3,-1,0,unknown,yes
50,admini_management,married,tertiary,451,yes,no,14,5,3,-1,0,unknown,no
31,blue-collar,married,primary,42,yes,no,14,5,3,-1,0,unknown,no
60,blue-collar,married,primary,2147,no,no,14,5,1,-1,0,unknown,no
58,admini_management,single,secondary,8548,yes,no,14,5,8,-1,0,unknown,no
43,blue-collar,married,primary,479,yes,no,14,5,2,370,2,failure,no
52,blue-collar,married,tertiary,136,yes,no,14,5,2,287,10,other,no
38,blue-collar,married,secondary,1407,yes,no,14,5,3,174,7,failure,no
26,student,single,primary,114,yes,no,14,5,2,-1,0,unknown,no
31,blue-collar,single,primary,864,yes,no,14,5,2,-1,0,unknown,no
36,blue-collar,married,primary,4608,yes,no,14,5,7,-1,0,unknown,no
49,blue-collar,married,secondary,1039,yes,no,14,5,2,178,1,failure,no
47,admini_management,married,secondary,1863,yes,yes,14,5,4,-1,0,unknown,no
31,blue-collar,married,secondary,150,yes,no,14,5,2,-1,0,unknown,no
59,blue-collar,married,primary,5788,no,no,14,5,2,350,2,failure,no
59,no_active_income,single,secondary,5845,no,no,14,5,2,-1,0,unknown,yes
33,blue-collar,married,secondary,43,yes,no,14,5,2,358,2,failure,no
35,blue-collar,married,secondary,2432,yes,no,14,5,2,-1,0,unknown,no
32,blue-collar,single,secondary,-575,yes,no,14,5,6,346,9,failure,no
29,blue-collar,single,secondary,769,yes,yes,14,5,3,-1,0,unknown,no
38,services,married,secondary,7708,yes,no,14,5,4,331,3,other,no
43,blue-collar,married,primary,18,yes,no,14,5,2,370,3,other,no
29,admini_management,single,tertiary,-11,yes,no,14,5,2,-1,0,unknown,no
29,blue-collar,single,secondary,70,yes,yes,14,5,2,-1,0,unknown,no
28,student,single,secondary,1377,yes,no,14,5,2,-1,0,unknown,yes
41,blue-collar,married,secondary,281,yes,no,14,5,4,-1,0,unknown,no
33,blue-collar,single,primary,405,yes,no,14,5,4,353,1,failure,no
36,admini_management,single,secondary,886,yes,yes,14,5,6,-1,0,unknown,no
43,blue-collar,married,primary,991,yes,no,14,5,2,-1,0,unknown,no
29,blue-collar,married,secondary,64,yes,no,14,5,2,366,3,failure,no
23,blue-collar,single,secondary,1587,yes,yes,14,5,2,-1,0,unknown,no
51,blue-collar,married,primary,354,yes,no,14,5,2,344,1,other,no
24,blue-collar,single,secondary,-169,yes,no,14,5,2,-1,0,unknown,no
50,admini_management,single,secondary,124,yes,yes,14,5,2,289,19,failure,no
51,blue-collar,married,secondary,814,yes,no,14,5,8,-1,0,unknown,no
44,blue-collar,married,secondary,466,yes,yes,14,5,5,350,1,other,no
46,admini_management,married,secondary,196,yes,no,14,5,2,-1,0,unknown,no
40,blue-collar,married,primary,309,yes,no,14,5,2,-1,0,unknown,no
30,blue-collar,married,secondary,1717,yes,no,14,5,3,-1,0,unknown,no
40,admini_management,married,tertiary,229,yes,no,14,5,3,-1,0,unknown,no
37,services,single,secondary,608,no,no,14,5,3,-1,0,unknown,no
36,admini_management,married,tertiary,-296,yes,no,14,5,3,-1,0,unknown,no
34,blue-collar,married,secondary,2542,yes,no,14,5,1,-1,0,unknown,no
30,blue-collar,married,secondary,664,no,yes,14,5,1,-1,0,unknown,no
33,blue-collar,single,tertiary,2412,yes,no,14,5,1,356,2,other,no
26,blue-collar,single,primary,93,yes,no,14,5,3,-1,0,unknown,no
28,admini_management,single,tertiary,293,yes,no,14,5,1,-1,0,unknown,no
37,blue-collar,married,primary,2079,yes,yes,14,5,1,360,2,failure,no
27,housemaid,married,primary,275,yes,no,14,5,2,-1,0,unknown,no
27,blue-collar,single,secondary,218,yes,no,14,5,2,352,1,failure,no
